"Type of data","Self-estimated health","Sex","Age group","Year","Self-estimated health"
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","1990",25.2
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","1992",33.8
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","1994",30.6
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","1996",35.8
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","1998",35.4
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2000",36.8
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2002",40.2
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2004",42.1
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2006",45.2
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2008",50.7
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2010",48.2
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2012",50.9
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2014",51.5
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2016",52.9
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2018",50.2
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2020",57.4
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2022",58.5
"Unweighted","Good or reasonably good","Men and women","All age groups (16-64)","2024",55.5
"Unweighted","Good or reasonably good","Men and women","16-24","1990",46.8
"Unweighted","Good or reasonably good","Men and women","16-24","1992",60.3
"Unweighted","Good or reasonably good","Men and women","16-24","1994",51.8
"Unweighted","Good or reasonably good","Men and women","16-24","1996",62.0
"Unweighted","Good or reasonably good","Men and women","16-24","1998",59.9
"Unweighted","Good or reasonably good","Men and women","16-24","2000",64.6
"Unweighted","Good or reasonably good","Men and women","16-24","2002",65.9
"Unweighted","Good or reasonably good","Men and women","16-24","2004",66.0
"Unweighted","Good or reasonably good","Men and women","16-24","2006",64.5
"Unweighted","Good or reasonably good","Men and women","16-24","2008",74.8
"Unweighted","Good or reasonably good","Men and women","16-24","2010",71.1
"Unweighted","Good or reasonably good","Men and women","16-24","2012",70.3
"Unweighted","Good or reasonably good","Men and women","16-24","2014",77.2
"Unweighted","Good or reasonably good","Men and women","16-24","2016",71.5
"Unweighted","Good or reasonably good","Men and women","16-24","2018",66.2
"Unweighted","Good or reasonably good","Men and women","16-24","2020",74.7
"Unweighted","Good or reasonably good","Men and women","16-24","2022",72.5
"Unweighted","Good or reasonably good","Men and women","16-24","2024",61.8
"Unweighted","Good or reasonably good","Men and women","25-34","1990",36.1
"Unweighted","Good or reasonably good","Men and women","25-34","1992",42.6
"Unweighted","Good or reasonably good","Men and women","25-34","1994",47.4
"Unweighted","Good or reasonably good","Men and women","25-34","1996",46.1
"Unweighted","Good or reasonably good","Men and women","25-34","1998",47.2
"Unweighted","Good or reasonably good","Men and women","25-34","2000",53.1
"Unweighted","Good or reasonably good","Men and women","25-34","2002",55.5
"Unweighted","Good or reasonably good","Men and women","25-34","2004",60.2
"Unweighted","Good or reasonably good","Men and women","25-34","2006",63.4
"Unweighted","Good or reasonably good","Men and women","25-34","2008",70.5
"Unweighted","Good or reasonably good","Men and women","25-34","2010",66.0
"Unweighted","Good or reasonably good","Men and women","25-34","2012",69.1
"Unweighted","Good or reasonably good","Men and women","25-34","2014",71.2
"Unweighted","Good or reasonably good","Men and women","25-34","2016",66.8
"Unweighted","Good or reasonably good","Men and women","25-34","2018",64.4
"Unweighted","Good or reasonably good","Men and women","25-34","2020",73.7
"Unweighted","Good or reasonably good","Men and women","25-34","2022",73.9
"Unweighted","Good or reasonably good","Men and women","25-34","2024",68.8
"Unweighted","Good or reasonably good","Men and women","35-44","1990",28.5
"Unweighted","Good or reasonably good","Men and women","35-44","1992",32.7
"Unweighted","Good or reasonably good","Men and women","35-44","1994",31.6
"Unweighted","Good or reasonably good","Men and women","35-44","1996",32.8
"Unweighted","Good or reasonably good","Men and women","35-44","1998",33.2
"Unweighted","Good or reasonably good","Men and women","35-44","2000",35.5
"Unweighted","Good or reasonably good","Men and women","35-44","2002",40.8
"Unweighted","Good or reasonably good","Men and women","35-44","2004",41.5
"Unweighted","Good or reasonably good","Men and women","35-44","2006",48.8
"Unweighted","Good or reasonably good","Men and women","35-44","2008",52.5
"Unweighted","Good or reasonably good","Men and women","35-44","2010",51.1
"Unweighted","Good or reasonably good","Men and women","35-44","2012",58.9
"Unweighted","Good or reasonably good","Men and women","35-44","2014",57.5
"Unweighted","Good or reasonably good","Men and women","35-44","2016",63.9
"Unweighted","Good or reasonably good","Men and women","35-44","2018",55.8
"Unweighted","Good or reasonably good","Men and women","35-44","2020",64.0
"Unweighted","Good or reasonably good","Men and women","35-44","2022",61.8
"Unweighted","Good or reasonably good","Men and women","35-44","2024",63.0
"Unweighted","Good or reasonably good","Men and women","45-54","1990",15.7
"Unweighted","Good or reasonably good","Men and women","45-54","1992",16.1
"Unweighted","Good or reasonably good","Men and women","45-54","1994",18.5
"Unweighted","Good or reasonably good","Men and women","45-54","1996",22.8
"Unweighted","Good or reasonably good","Men and women","45-54","1998",26.5
"Unweighted","Good or reasonably good","Men and women","45-54","2000",22.3
"Unweighted","Good or reasonably good","Men and women","45-54","2002",25.4
"Unweighted","Good or reasonably good","Men and women","45-54","2004",27.3
"Unweighted","Good or reasonably good","Men and women","45-54","2006",30.5
"Unweighted","Good or reasonably good","Men and women","45-54","2008",35.0
"Unweighted","Good or reasonably good","Men and women","45-54","2010",34.5
"Unweighted","Good or reasonably good","Men and women","45-54","2012",40.5
"Unweighted","Good or reasonably good","Men and women","45-54","2014",42.5
"Unweighted","Good or reasonably good","Men and women","45-54","2016",43.9
"Unweighted","Good or reasonably good","Men and women","45-54","2018",41.1
"Unweighted","Good or reasonably good","Men and women","45-54","2020",51.5
"Unweighted","Good or reasonably good","Men and women","45-54","2022",53.6
"Unweighted","Good or reasonably good","Men and women","45-54","2024",53.7
"Unweighted","Good or reasonably good","Men and women","55-64","1990",10.5
"Unweighted","Good or reasonably good","Men and women","55-64","1992",11.8
"Unweighted","Good or reasonably good","Men and women","55-64","1994",14.2
"Unweighted","Good or reasonably good","Men and women","55-64","1996",15.8
"Unweighted","Good or reasonably good","Men and women","55-64","1998",13.0
"Unweighted","Good or reasonably good","Men and women","55-64","2000",14.1
"Unweighted","Good or reasonably good","Men and women","55-64","2002",16.9
"Unweighted","Good or reasonably good","Men and women","55-64","2004",15.4
"Unweighted","Good or reasonably good","Men and women","55-64","2006",22.2
"Unweighted","Good or reasonably good","Men and women","55-64","2008",21.2
"Unweighted","Good or reasonably good","Men and women","55-64","2010",23.0
"Unweighted","Good or reasonably good","Men and women","55-64","2012",26.2
"Unweighted","Good or reasonably good","Men and women","55-64","2014",25.4
"Unweighted","Good or reasonably good","Men and women","55-64","2016",29.6
"Unweighted","Good or reasonably good","Men and women","55-64","2018",32.9
"Unweighted","Good or reasonably good","Men and women","55-64","2020",33.3
"Unweighted","Good or reasonably good","Men and women","55-64","2022",39.2
"Unweighted","Good or reasonably good","Men and women","55-64","2024",36.8
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","1990",27.6
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","1992",38.3
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","1994",34.0
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","1996",39.5
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","1998",37.8
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2000",39.4
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2002",42.7
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2004",43.0
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2006",44.5
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2008",47.9
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2010",45.5
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2012",47.2
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2014",50.5
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2016",49.6
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2018",48.0
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2020",53.8
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2022",57.8
"Unweighted","Good or reasonably good","Men","All age groups (16-64)","2024",56.9
"Unweighted","Good or reasonably good","Men","16-24","1990",36.4
"Unweighted","Good or reasonably good","Men","16-24","1992",65.4
"Unweighted","Good or reasonably good","Men","16-24","1994",56.5
"Unweighted","Good or reasonably good","Men","16-24","1996",68.3
"Unweighted","Good or reasonably good","Men","16-24","1998",57.9
"Unweighted","Good or reasonably good","Men","16-24","2000",72.7
"Unweighted","Good or reasonably good","Men","16-24","2002",67.3
"Unweighted","Good or reasonably good","Men","16-24","2004",69.4
"Unweighted","Good or reasonably good","Men","16-24","2006",66.4
"Unweighted","Good or reasonably good","Men","16-24","2008",73.7
"Unweighted","Good or reasonably good","Men","16-24","2010",69.4
"Unweighted","Good or reasonably good","Men","16-24","2012",69.5
"Unweighted","Good or reasonably good","Men","16-24","2014",79.9
"Unweighted","Good or reasonably good","Men","16-24","2016",73.8
"Unweighted","Good or reasonably good","Men","16-24","2018",66.9
"Unweighted","Good or reasonably good","Men","16-24","2020",81.7
"Unweighted","Good or reasonably good","Men","16-24","2022",73.4
"Unweighted","Good or reasonably good","Men","16-24","2024",63.9
"Unweighted","Good or reasonably good","Men","25-34","1990",42.0
"Unweighted","Good or reasonably good","Men","25-34","1992",48.8
"Unweighted","Good or reasonably good","Men","25-34","1994",51.3
"Unweighted","Good or reasonably good","Men","25-34","1996",48.9
"Unweighted","Good or reasonably good","Men","25-34","1998",49.1
"Unweighted","Good or reasonably good","Men","25-34","2000",60.4
"Unweighted","Good or reasonably good","Men","25-34","2002",62.2
"Unweighted","Good or reasonably good","Men","25-34","2004",55.7
"Unweighted","Good or reasonably good","Men","25-34","2006",59.7
"Unweighted","Good or reasonably good","Men","25-34","2008",68.5
"Unweighted","Good or reasonably good","Men","25-34","2010",62.0
"Unweighted","Good or reasonably good","Men","25-34","2012",65.8
"Unweighted","Good or reasonably good","Men","25-34","2014",67.4
"Unweighted","Good or reasonably good","Men","25-34","2016",61.7
"Unweighted","Good or reasonably good","Men","25-34","2018",62.1
"Unweighted","Good or reasonably good","Men","25-34","2020",73.5
"Unweighted","Good or reasonably good","Men","25-34","2022",73.6
"Unweighted","Good or reasonably good","Men","25-34","2024",66.9
"Unweighted","Good or reasonably good","Men","35-44","1990",32.7
"Unweighted","Good or reasonably good","Men","35-44","1992",35.2
"Unweighted","Good or reasonably good","Men","35-44","1994",30.2
"Unweighted","Good or reasonably good","Men","35-44","1996",36.6
"Unweighted","Good or reasonably good","Men","35-44","1998",35.2
"Unweighted","Good or reasonably good","Men","35-44","2000",32.5
"Unweighted","Good or reasonably good","Men","35-44","2002",41.8
"Unweighted","Good or reasonably good","Men","35-44","2004",41.7
"Unweighted","Good or reasonably good","Men","35-44","2006",46.4
"Unweighted","Good or reasonably good","Men","35-44","2008",44.9
"Unweighted","Good or reasonably good","Men","35-44","2010",45.1
"Unweighted","Good or reasonably good","Men","35-44","2012",49.6
"Unweighted","Good or reasonably good","Men","35-44","2014",53.9
"Unweighted","Good or reasonably good","Men","35-44","2016",60.1
"Unweighted","Good or reasonably good","Men","35-44","2018",54.5
"Unweighted","Good or reasonably good","Men","35-44","2020",56.7
"Unweighted","Good or reasonably good","Men","35-44","2022",56.6
"Unweighted","Good or reasonably good","Men","35-44","2024",64.1
"Unweighted","Good or reasonably good","Men","45-54","1990",18.5
"Unweighted","Good or reasonably good","Men","45-54","1992",17.7
"Unweighted","Good or reasonably good","Men","45-54","1994",24.1
"Unweighted","Good or reasonably good","Men","45-54","1996",21.9
"Unweighted","Good or reasonably good","Men","45-54","1998",29.9
"Unweighted","Good or reasonably good","Men","45-54","2000",14.9
"Unweighted","Good or reasonably good","Men","45-54","2002",21.5
"Unweighted","Good or reasonably good","Men","45-54","2004",25.7
"Unweighted","Good or reasonably good","Men","45-54","2006",30.0
"Unweighted","Good or reasonably good","Men","45-54","2008",32.3
"Unweighted","Good or reasonably good","Men","45-54","2010",30.7
"Unweighted","Good or reasonably good","Men","45-54","2012",31.5
"Unweighted","Good or reasonably good","Men","45-54","2014",41.0
"Unweighted","Good or reasonably good","Men","45-54","2016",39.2
"Unweighted","Good or reasonably good","Men","45-54","2018",36.9
"Unweighted","Good or reasonably good","Men","45-54","2020",45.0
"Unweighted","Good or reasonably good","Men","45-54","2022",54.0
"Unweighted","Good or reasonably good","Men","45-54","2024",55.1
"Unweighted","Good or reasonably good","Men","55-64","1990",8.6
"Unweighted","Good or reasonably good","Men","55-64","1992",15.1
"Unweighted","Good or reasonably good","Men","55-64","1994",16.9
"Unweighted","Good or reasonably good","Men","55-64","1996",13.9
"Unweighted","Good or reasonably good","Men","55-64","1998",15.2
"Unweighted","Good or reasonably good","Men","55-64","2000",16.5
"Unweighted","Good or reasonably good","Men","55-64","2002",19.8
"Unweighted","Good or reasonably good","Men","55-64","2004",14.1
"Unweighted","Good or reasonably good","Men","55-64","2006",20.9
"Unweighted","Good or reasonably good","Men","55-64","2008",19.4
"Unweighted","Good or reasonably good","Men","55-64","2010",20.9
"Unweighted","Good or reasonably good","Men","55-64","2012",23.3
"Unweighted","Good or reasonably good","Men","55-64","2014",23.1
"Unweighted","Good or reasonably good","Men","55-64","2016",24.4
"Unweighted","Good or reasonably good","Men","55-64","2018",30.3
"Unweighted","Good or reasonably good","Men","55-64","2020",26.4
"Unweighted","Good or reasonably good","Men","55-64","2022",37.0
"Unweighted","Good or reasonably good","Men","55-64","2024",38.4
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","1990",23.4
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","1992",29.7
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","1994",28.0
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","1996",32.9
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","1998",33.6
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2000",35.0
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2002",38.5
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2004",41.3
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2006",45.6
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2008",52.7
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2010",50.1
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2012",53.7
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2014",52.2
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2016",55.1
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2018",51.7
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2020",59.8
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2022",59.1
"Unweighted","Good or reasonably good","Women","All age groups (16-64)","2024",54.5
"Unweighted","Good or reasonably good","Women","16-24","1990",54.4
"Unweighted","Good or reasonably good","Women","16-24","1992",55.0
"Unweighted","Good or reasonably good","Women","16-24","1994",48.0
"Unweighted","Good or reasonably good","Women","16-24","1996",55.0
"Unweighted","Good or reasonably good","Women","16-24","1998",61.9
"Unweighted","Good or reasonably good","Women","16-24","2000",57.7
"Unweighted","Good or reasonably good","Women","16-24","2002",64.7
"Unweighted","Good or reasonably good","Women","16-24","2004",63.0
"Unweighted","Good or reasonably good","Women","16-24","2006",63.0
"Unweighted","Good or reasonably good","Women","16-24","2008",75.7
"Unweighted","Good or reasonably good","Women","16-24","2010",72.4
"Unweighted","Good or reasonably good","Women","16-24","2012",71.2
"Unweighted","Good or reasonably good","Women","16-24","2014",75.5
"Unweighted","Good or reasonably good","Women","16-24","2016",69.8
"Unweighted","Good or reasonably good","Women","16-24","2018",65.7
"Unweighted","Good or reasonably good","Women","16-24","2020",69.8
"Unweighted","Good or reasonably good","Women","16-24","2022",71.9
"Unweighted","Good or reasonably good","Women","16-24","2024",60.2
"Unweighted","Good or reasonably good","Women","25-34","1990",31.0
"Unweighted","Good or reasonably good","Women","25-34","1992",35.7
"Unweighted","Good or reasonably good","Women","25-34","1994",44.4
"Unweighted","Good or reasonably good","Women","25-34","1996",44.0
"Unweighted","Good or reasonably good","Women","25-34","1998",45.9
"Unweighted","Good or reasonably good","Women","25-34","2000",47.9
"Unweighted","Good or reasonably good","Women","25-34","2002",50.7
"Unweighted","Good or reasonably good","Women","25-34","2004",64.0
"Unweighted","Good or reasonably good","Women","25-34","2006",65.6
"Unweighted","Good or reasonably good","Women","25-34","2008",71.8
"Unweighted","Good or reasonably good","Women","25-34","2010",69.1
"Unweighted","Good or reasonably good","Women","25-34","2012",72.1
"Unweighted","Good or reasonably good","Women","25-34","2014",74.0
"Unweighted","Good or reasonably good","Women","25-34","2016",70.5
"Unweighted","Good or reasonably good","Women","25-34","2018",65.9
"Unweighted","Good or reasonably good","Women","25-34","2020",73.8
"Unweighted","Good or reasonably good","Women","25-34","2022",74.2
"Unweighted","Good or reasonably good","Women","25-34","2024",70.1
"Unweighted","Good or reasonably good","Women","35-44","1990",25.2
"Unweighted","Good or reasonably good","Women","35-44","1992",30.9
"Unweighted","Good or reasonably good","Women","35-44","1994",32.9
"Unweighted","Good or reasonably good","Women","35-44","1996",29.6
"Unweighted","Good or reasonably good","Women","35-44","1998",31.5
"Unweighted","Good or reasonably good","Women","35-44","2000",37.6
"Unweighted","Good or reasonably good","Women","35-44","2002",40.1
"Unweighted","Good or reasonably good","Women","35-44","2004",41.4
"Unweighted","Good or reasonably good","Women","35-44","2006",50.3
"Unweighted","Good or reasonably good","Women","35-44","2008",58.8
"Unweighted","Good or reasonably good","Women","35-44","2010",54.9
"Unweighted","Good or reasonably good","Women","35-44","2012",64.7
"Unweighted","Good or reasonably good","Women","35-44","2014",60.3
"Unweighted","Good or reasonably good","Women","35-44","2016",66.7
"Unweighted","Good or reasonably good","Women","35-44","2018",56.7
"Unweighted","Good or reasonably good","Women","35-44","2020",69.1
"Unweighted","Good or reasonably good","Women","35-44","2022",65.8
"Unweighted","Good or reasonably good","Women","35-44","2024",62.1
"Unweighted","Good or reasonably good","Women","45-54","1990",13.4
"Unweighted","Good or reasonably good","Women","45-54","1992",14.4
"Unweighted","Good or reasonably good","Women","45-54","1994",13.4
"Unweighted","Good or reasonably good","Women","45-54","1996",23.5
"Unweighted","Good or reasonably good","Women","45-54","1998",24.6
"Unweighted","Good or reasonably good","Women","45-54","2000",26.6
"Unweighted","Good or reasonably good","Women","45-54","2002",27.8
"Unweighted","Good or reasonably good","Women","45-54","2004",28.4
"Unweighted","Good or reasonably good","Women","45-54","2006",30.8
"Unweighted","Good or reasonably good","Women","45-54","2008",37.0
"Unweighted","Good or reasonably good","Women","45-54","2010",37.1
"Unweighted","Good or reasonably good","Women","45-54","2012",46.8
"Unweighted","Good or reasonably good","Women","45-54","2014",43.5
"Unweighted","Good or reasonably good","Women","45-54","2016",46.9
"Unweighted","Good or reasonably good","Women","45-54","2018",44.3
"Unweighted","Good or reasonably good","Women","45-54","2020",56.0
"Unweighted","Good or reasonably good","Women","45-54","2022",53.4
"Unweighted","Good or reasonably good","Women","45-54","2024",52.8
"Unweighted","Good or reasonably good","Women","55-64","1990",11.8
"Unweighted","Good or reasonably good","Women","55-64","1992",9.5
"Unweighted","Good or reasonably good","Women","55-64","1994",12.8
"Unweighted","Good or reasonably good","Women","55-64","1996",17.1
"Unweighted","Good or reasonably good","Women","55-64","1998",11.5
"Unweighted","Good or reasonably good","Women","55-64","2000",12.6
"Unweighted","Good or reasonably good","Women","55-64","2002",14.9
"Unweighted","Good or reasonably good","Women","55-64","2004",16.1
"Unweighted","Good or reasonably good","Women","55-64","2006",23.1
"Unweighted","Good or reasonably good","Women","55-64","2008",22.4
"Unweighted","Good or reasonably good","Women","55-64","2010",24.3
"Unweighted","Good or reasonably good","Women","55-64","2012",28.1
"Unweighted","Good or reasonably good","Women","55-64","2014",26.7
"Unweighted","Good or reasonably good","Women","55-64","2016",32.9
"Unweighted","Good or reasonably good","Women","55-64","2018",34.6
"Unweighted","Good or reasonably good","Women","55-64","2020",37.8
"Unweighted","Good or reasonably good","Women","55-64","2022",40.5
"Unweighted","Good or reasonably good","Women","55-64","2024",35.8
"Unweighted","Average","Men and women","All age groups (16-64)","1990",63.5
"Unweighted","Average","Men and women","All age groups (16-64)","1992",58.5
"Unweighted","Average","Men and women","All age groups (16-64)","1994",59.9
"Unweighted","Average","Men and women","All age groups (16-64)","1996",54.1
"Unweighted","Average","Men and women","All age groups (16-64)","1998",55.1
"Unweighted","Average","Men and women","All age groups (16-64)","2000",52.5
"Unweighted","Average","Men and women","All age groups (16-64)","2002",49.4
"Unweighted","Average","Men and women","All age groups (16-64)","2004",46.7
"Unweighted","Average","Men and women","All age groups (16-64)","2006",44.8
"Unweighted","Average","Men and women","All age groups (16-64)","2008",40.5
"Unweighted","Average","Men and women","All age groups (16-64)","2010",41.6
"Unweighted","Average","Men and women","All age groups (16-64)","2012",38.4
"Unweighted","Average","Men and women","All age groups (16-64)","2014",38.4
"Unweighted","Average","Men and women","All age groups (16-64)","2016",37.7
"Unweighted","Average","Men and women","All age groups (16-64)","2018",40.7
"Unweighted","Average","Men and women","All age groups (16-64)","2020",33.1
"Unweighted","Average","Men and women","All age groups (16-64)","2022",32.8
"Unweighted","Average","Men and women","All age groups (16-64)","2024",35.2
"Unweighted","Average","Men and women","16-24","1990",45.6
"Unweighted","Average","Men and women","16-24","1992",36.0
"Unweighted","Average","Men and women","16-24","1994",43.8
"Unweighted","Average","Men and women","16-24","1996",35.0
"Unweighted","Average","Men and women","16-24","1998",37.1
"Unweighted","Average","Men and women","16-24","2000",32.1
"Unweighted","Average","Men and women","16-24","2002",31.7
"Unweighted","Average","Men and women","16-24","2004",29.6
"Unweighted","Average","Men and women","16-24","2006",30.3
"Unweighted","Average","Men and women","16-24","2008",22.8
"Unweighted","Average","Men and women","16-24","2010",26.3
"Unweighted","Average","Men and women","16-24","2012",26.7
"Unweighted","Average","Men and women","16-24","2014",19.5
"Unweighted","Average","Men and women","16-24","2016",25.8
"Unweighted","Average","Men and women","16-24","2018",27.8
"Unweighted","Average","Men and women","16-24","2020",21.8
"Unweighted","Average","Men and women","16-24","2022",22.9
"Unweighted","Average","Men and women","16-24","2024",33.3
"Unweighted","Average","Men and women","25-34","1990",57.7
"Unweighted","Average","Men and women","25-34","1992",53.2
"Unweighted","Average","Men and women","25-34","1994",49.3
"Unweighted","Average","Men and women","25-34","1996",48.3
"Unweighted","Average","Men and women","25-34","1998",47.6
"Unweighted","Average","Men and women","25-34","2000",42.0
"Unweighted","Average","Men and women","25-34","2002",38.6
"Unweighted","Average","Men and women","25-34","2004",34.8
"Unweighted","Average","Men and women","25-34","2006",32.1
"Unweighted","Average","Men and women","25-34","2008",25.6
"Unweighted","Average","Men and women","25-34","2010",29.4
"Unweighted","Average","Men and women","25-34","2012",25.8
"Unweighted","Average","Men and women","25-34","2014",26.7
"Unweighted","Average","Men and women","25-34","2016",27.8
"Unweighted","Average","Men and women","25-34","2018",31.4
"Unweighted","Average","Men and women","25-34","2020",22.3
"Unweighted","Average","Men and women","25-34","2022",22.3
"Unweighted","Average","Men and women","25-34","2024",24.7
"Unweighted","Average","Men and women","35-44","1990",62.5
"Unweighted","Average","Men and women","35-44","1992",61.2
"Unweighted","Average","Men and women","35-44","1994",60.5
"Unweighted","Average","Men and women","35-44","1996",59.3
"Unweighted","Average","Men and women","35-44","1998",58.4
"Unweighted","Average","Men and women","35-44","2000",57.1
"Unweighted","Average","Men and women","35-44","2002",51.4
"Unweighted","Average","Men and women","35-44","2004",49.3
"Unweighted","Average","Men and women","35-44","2006",44.3
"Unweighted","Average","Men and women","35-44","2008",41.6
"Unweighted","Average","Men and women","35-44","2010",40.9
"Unweighted","Average","Men and women","35-44","2012",35.6
"Unweighted","Average","Men and women","35-44","2014",33.8
"Unweighted","Average","Men and women","35-44","2016",30.6
"Unweighted","Average","Men and women","35-44","2018",36.7
"Unweighted","Average","Men and women","35-44","2020",30.3
"Unweighted","Average","Men and women","35-44","2022",31.0
"Unweighted","Average","Men and women","35-44","2024",30.0
"Unweighted","Average","Men and women","45-54","1990",69.1
"Unweighted","Average","Men and women","45-54","1992",71.5
"Unweighted","Average","Men and women","45-54","1994",69.1
"Unweighted","Average","Men and women","45-54","1996",62.3
"Unweighted","Average","Men and women","45-54","1998",59.9
"Unweighted","Average","Men and women","45-54","2000",60.2
"Unweighted","Average","Men and women","45-54","2002",60.1
"Unweighted","Average","Men and women","45-54","2004",58.1
"Unweighted","Average","Men and women","45-54","2006",56.5
"Unweighted","Average","Men and women","45-54","2008",53.1
"Unweighted","Average","Men and women","45-54","2010",51.4
"Unweighted","Average","Men and women","45-54","2012",45.7
"Unweighted","Average","Men and women","45-54","2014",46.3
"Unweighted","Average","Men and women","45-54","2016",45.4
"Unweighted","Average","Men and women","45-54","2018",48.8
"Unweighted","Average","Men and women","45-54","2020",37.2
"Unweighted","Average","Men and women","45-54","2022",36.7
"Unweighted","Average","Men and women","45-54","2024",37.2
"Unweighted","Average","Men and women","55-64","1990",72.5
"Unweighted","Average","Men and women","55-64","1992",73.2
"Unweighted","Average","Men and women","55-64","1994",68.4
"Unweighted","Average","Men and women","55-64","1996",64.6
"Unweighted","Average","Men and women","55-64","1998",70.0
"Unweighted","Average","Men and women","55-64","2000",67.4
"Unweighted","Average","Men and women","55-64","2002",62.7
"Unweighted","Average","Men and women","55-64","2004",61.6
"Unweighted","Average","Men and women","55-64","2006",58.5
"Unweighted","Average","Men and women","55-64","2008",58.5
"Unweighted","Average","Men and women","55-64","2010",56.8
"Unweighted","Average","Men and women","55-64","2012",51.9
"Unweighted","Average","Men and women","55-64","2014",54.6
"Unweighted","Average","Men and women","55-64","2016",51.7
"Unweighted","Average","Men and women","55-64","2018",51.5
"Unweighted","Average","Men and women","55-64","2020",47.5
"Unweighted","Average","Men and women","55-64","2022",45.1
"Unweighted","Average","Men and women","55-64","2024",47.2
"Unweighted","Average","Men","All age groups (16-64)","1990",62.6
"Unweighted","Average","Men","All age groups (16-64)","1992",55.4
"Unweighted","Average","Men","All age groups (16-64)","1994",58.5
"Unweighted","Average","Men","All age groups (16-64)","1996",51.4
"Unweighted","Average","Men","All age groups (16-64)","1998",52.9
"Unweighted","Average","Men","All age groups (16-64)","2000",51.7
"Unweighted","Average","Men","All age groups (16-64)","2002",46.3
"Unweighted","Average","Men","All age groups (16-64)","2004",45.2
"Unweighted","Average","Men","All age groups (16-64)","2006",44.4
"Unweighted","Average","Men","All age groups (16-64)","2008",41.9
"Unweighted","Average","Men","All age groups (16-64)","2010",42.9
"Unweighted","Average","Men","All age groups (16-64)","2012",40.9
"Unweighted","Average","Men","All age groups (16-64)","2014",38.4
"Unweighted","Average","Men","All age groups (16-64)","2016",40.3
"Unweighted","Average","Men","All age groups (16-64)","2018",41.6
"Unweighted","Average","Men","All age groups (16-64)","2020",35.4
"Unweighted","Average","Men","All age groups (16-64)","2022",33.2
"Unweighted","Average","Men","All age groups (16-64)","2024",33.4
"Unweighted","Average","Men","16-24","1990",54.6
"Unweighted","Average","Men","16-24","1992",32.1
"Unweighted","Average","Men","16-24","1994",43.6
"Unweighted","Average","Men","16-24","1996",30.3
"Unweighted","Average","Men","16-24","1998",39.5
"Unweighted","Average","Men","16-24","2000",24.5
"Unweighted","Average","Men","16-24","2002",31.0
"Unweighted","Average","Men","16-24","2004",26.6
"Unweighted","Average","Men","16-24","2006",27.7
"Unweighted","Average","Men","16-24","2008",23.9
